"Code","Name","ListingDate","Shares","ListingBoard","sector"
"ABBA","Mahaka Media Tbk.","2002-04-03T00:00:00",2755125000,"PENGEMBANGAN","TRADE"
"AGAR","Asia Sejahtera Mina Tbk.","2019-12-02T00:00:00",1000000000,"Pengembangan","TRADE"
"AIMS","Akbar Indo Makmur Stimec Tbk","2001-07-20T00:00:00",220000000,"PENGEMBANGAN","TRADE"
"AKKU","Anugerah Kagum Karya Utama Tbk","2004-11-01T00:00:00",6449463636,"PENGEMBANGAN","TRADE"
"APII","Arita Prima Indonesia Tbk.","2013-10-29T00:00:00",1075760000,"PENGEMBANGAN","TRADE"
"ARTA","Arthavest Tbk","2002-11-05T00:00:00",446674175,"PENGEMBANGAN","TRADE"
"AYLS","Agro Yasa Lestari Tbk.","2020-02-12T00:00:00",853423200,"Pengembangan","TRADE"
"BAYU","Bayu Buana Tbk","1989-10-30T00:00:00",353220780,"Pengembangan","TRADE"
"BLTZ","Graha Layar Prima Tbk.","2014-04-10T00:00:00",873937142,"PENGEMBANGAN","TRADE"
"BLUE","Berkah Prima Perkasa Tbk.","2019-07-08T00:00:00",418000000,"PENGEMBANGAN","TRADE"
"BNBR","Bakrie & Brothers Tbk","1989-08-28T00:00:00",20863053480,"PENGEMBANGAN","TRADE"
"BOGA","Bintang Oto Global Tbk.","2016-12-19T00:00:00",3803526210,"PENGEMBANGAN","TRADE"
"BOLA","Bali Bintang Sejahtera Tbk.","2019-06-17T00:00:00",6000000000,"PENGEMBANGAN","TRADE"
"BUVA","Bukit Uluwatu Villa Tbk.","2010-07-12T00:00:00",6811269200,"Pengembangan","TRADE"
"CARS","Industri dan Perdagangan Bintr","2017-04-10T00:00:00",15000000000,"PENGEMBANGAN","TRADE"
"CLAY","Citra Putra Realty Tbk.","2019-01-18T00:00:00",2570000000,"PENGEMBANGAN","TRADE"
"CLPI","Colorpak Indonesia Tbk.","2001-11-30T00:00:00",306338500,"PENGEMBANGAN","TRADE"
"DAYA","Duta Intidaya Tbk.","2016-06-28T00:00:00",2420547025,"PENGEMBANGAN","TRADE"
"DFAM","Dafam Property Indonesia Tbk.","2018-04-27T00:00:00",1899582490,"PENGEMBANGAN","TRADE"
"DIGI","Arkadia Digital Media Tbk.","2018-09-18T00:00:00",325000000,"PENGEMBANGAN","TRADE"
"DIVA","Distribusi Voucher Nusantara T","2018-11-27T00:00:00",714285700,"PENGEMBANGAN","TRADE"
"DMMX","Digital Mediatama Maxima Tbk.","2019-10-21T00:00:00",7692307700,"Pengembangan","TRADE"
"DNET","Indoritel Makmur Internasional","2000-12-11T00:00:00",14184000000,"PENGEMBANGAN","TRADE"
"DWGL","Dwi Guna Laksana Tbk.","2017-12-13T00:00:00",8710463631,"Pengembangan","TRADE"
"EAST","Eastparc Hotel Tbk.","2019-07-09T00:00:00",4126366095,"Pengembangan","TRADE"
"ECII","Electronic City Indonesia Tbk.","2013-07-03T00:00:00",1334333000,"PENGEMBANGAN","TRADE"
"ENVY","Envy Technologies Indonesia Tb","2019-07-08T00:00:00",1800000000,"PENGEMBANGAN","TRADE"
"EPMT","Enseval Putera Megatrading Tbk","1994-08-01T00:00:00",2708640000,"Pengembangan","TRADE"
"FAST","Fast Food Indonesia Tbk.","1993-05-11T00:00:00",3990277158,"PENGEMBANGAN","TRADE"
"FISH","FKS Multi Agro Tbk.","2002-01-18T00:00:00",480000000,"PENGEMBANGAN","TRADE"
"FITT","Hotel Fitra International Tbk.","2019-06-11T00:00:00",600000005,"PENGEMBANGAN","TRADE"
"FORU","Fortune Indonesia Tbk","2004-01-17T00:00:00",465224000,"PENGEMBANGAN","TRADE"
"GEMA","Gema Grahasarana Tbk.","2002-08-12T00:00:00",1600000000,"Pengembangan","TRADE"
"GLOB","Global Teleshop Tbk.","2012-07-10T00:00:00",1111112000,"Pengembangan","TRADE"
"GLVA","Galva Technologies Tbk.","2019-12-23T00:00:00",1500000000,"Pengembangan","TRADE"
"HADE","Himalaya Energi Perkasa Tbk.","2004-04-12T00:00:00",2120000000,"PENGEMBANGAN","TRADE"
"HOME","Hotel Mandarine Regency Tbk.","2008-07-17T00:00:00",22212194782,"PENGEMBANGAN","TRADE"
"HRME","Menteng Heritage Realty Tbk.","2019-04-12T00:00:00",5958750000,"PENGEMBANGAN","TRADE"
"ICON","Island Concepts Indonesia Tbk.","2005-07-08T00:00:00",1089750000,"Pengembangan","TRADE"
"INDX","Tanah Laut Tbk","2001-05-17T00:00:00",437913588,"PENGEMBANGAN","TRADE"
"INPP","Indonesian Paradise Property T","2004-12-01T00:00:00",11181971732,"PENGEMBANGAN","TRADE"
"INPS","Indah Prakasa Sentosa Tbk.","2018-04-06T00:00:00",650000000,"PENGEMBANGAN","TRADE"
"INTA","Intraco Penta Tbk.","1993-08-23T00:00:00",3339653962,"PENGEMBANGAN","TRADE"
"INTD","Inter Delta Tbk","1989-12-18T00:00:00",591828000,"PENGEMBANGAN","TRADE"
"IRRA","Itama Ranoraya Tbk.","2019-10-15T00:00:00",1600000000,"Pengembangan","TRADE"
"ITMA","Sumber Energi Andalan Tbk.","1990-12-10T00:00:00",870701000,"PENGEMBANGAN","TRADE"
"JGLE","Graha Andrasentra Propertindo ","2016-06-29T00:00:00",22581909405,"Pengembangan","TRADE"
"JIHD","Jakarta International Hotels &","1984-02-29T00:00:00",2329040482,"PENGEMBANGAN","TRADE"
"JSPT","Jakarta Setiabudi Internasiona","1998-01-12T00:00:00",2318736000,"PENGEMBANGAN","TRADE"
"JTPE","Jasuindo Tiga Perkasa Tbk.","2002-04-16T00:00:00",1713012500,"PENGEMBANGAN","TRADE"
"KAYU","Darmi Bersaudara Tbk.","2019-07-04T00:00:00",665000000,"Pengembangan","TRADE"
"KBLV","First Media Tbk.","2000-02-25T00:00:00",1742167907,"PENGEMBANGAN","TRADE"
"KIOS","Kioson Komersial Indonesia Tbk","2017-10-05T00:00:00",717239900,"PENGEMBANGAN","TRADE"
"KOIN","Kokoh Inti Arebama Tbk","2008-04-09T00:00:00",980843732,"PENGEMBANGAN","TRADE"
"KONI","Perdana Bangun Pusaka Tbk","1995-08-22T00:00:00",152000000,"Pengembangan","TRADE"
"KPIG","MNC Land Tbk.","2000-03-30T00:00:00",80625726664,"Pengembangan","TRADE"
"LMAS","Limas Indonesia Makmur Tbk","2001-12-28T00:00:00",787851525,"PENGEMBANGAN","TRADE"
"LPLI","Star Pacific Tbk","1989-10-23T00:00:00",1170432803,"Pengembangan","TRADE"
"LUCK","Sentral Mitra Informatika Tbk.","2018-11-28T00:00:00",715749640,"Pengembangan","TRADE"
"MAMI","Mas Murni Indonesia Tbk","1994-02-09T00:00:00",12299116331,"PENGEMBANGAN","TRADE"
"MAPA","Map Aktif Adiperkasa Tbk.","2018-07-05T00:00:00",2850400000,"PENGEMBANGAN","TRADE"
"MAPB","MAP Boga Adiperkasa Tbk.","2017-06-21T00:00:00",2170922900,"PENGEMBANGAN","TRADE"
"MARI","Mahaka Radio Integra Tbk.","2016-02-11T00:00:00",5252644000,"PENGEMBANGAN","TRADE"
"MCAS","M Cash Integrasi Tbk.","2017-11-01T00:00:00",867933300,"PENGEMBANGAN","TRADE"
"MFMI","Multifiling Mitra Indonesia Tb","2010-12-29T00:00:00",757581000,"PENGEMBANGAN","TRADE"
"MICE","Multi Indocitra Tbk.","2005-11-02T00:00:00",600000000,"PENGEMBANGAN","TRADE"
"MIDI","Midi Utama Indonesia Tbk.","2010-11-30T00:00:00",2882353000,"Pengembangan","TRADE"
"MINA","Sanurhasta Mitra Tbk.","2017-04-28T00:00:00",6562500000,"PENGEMBANGAN","TRADE"
"MKNT","Mitra Komunikasi Nusantara Tbk","2015-10-26T00:00:00",5000000000,"PENGEMBANGAN","TRADE"
"MSIN","MNC Studios International Tbk.","2018-06-08T00:00:00",5202000000,"Pengembangan","TRADE"
"NASA","Ayana Land International Tbk.","2017-08-07T00:00:00",11004929322,"Pengembangan","TRADE"
"NATO","Nusantara Properti Internasion","2019-01-18T00:00:00",8001079500,"PENGEMBANGAN","TRADE"
"NFCX","NFC Indonesia Tbk.","2018-07-12T00:00:00",666667500,"PENGEMBANGAN","TRADE"
"NICK","Charnic Capital Tbk.","2018-05-02T00:00:00",651150000,"Pengembangan","TRADE"
"NUSA","Sinergi Megah Internusa Tbk.","2018-07-12T00:00:00",7700000115,"PENGEMBANGAN","TRADE"
"OCAP","Onix Capital Tbk.","2003-11-10T00:00:00",273200000,"PENGEMBANGAN","TRADE"
"OKAS","Ancora Indonesia Resources Tbk","2006-03-29T00:00:00",1765927777,"PENGEMBANGAN","TRADE"
"OPMS","Optima Prima Metal Sinergi Tbk","2019-09-23T00:00:00",1000000000,"Pengembangan","TRADE"
"PDES","Destinasi Tirta Nusantara Tbk","2008-07-08T00:00:00",715000000,"Pengembangan","TRADE"
"PEGE","Panca Global Kapital Tbk.","2005-06-24T00:00:00",2833417056,"Pengembangan","TRADE"
"PGLI","Pembangunan Graha Lestari Inda","2000-04-05T00:00:00",488000000,"PENGEMBANGAN","TRADE"
"PLAS","Polaris Investama Tbk","2001-03-16T00:00:00",1184200000,"PENGEMBANGAN","TRADE"
"PMJS","Putra Mandiri Jembar Tbk.","2019-12-18T00:00:00",13755600000,"Pengembangan","TRADE"
"PNSE","Pudjiadi & Sons Tbk.","1990-05-01T00:00:00",797813496,"PENGEMBANGAN","TRADE"
"POOL","Pool Advista Indonesia Tbk.","1991-05-20T00:00:00",2341366164,"PENGEMBANGAN","TRADE"
"PRDA","Prodia Widyahusada Tbk.","2016-12-07T00:00:00",937500000,"PENGEMBANGAN","TRADE"
"PRIM","Royal Prima Tbk.","2018-05-15T00:00:00",3393432605,"PENGEMBANGAN","TRADE"
"PSKT","Red Planet Indonesia Tbk.","1995-09-19T00:00:00",10351231636,"PENGEMBANGAN","TRADE"
"PTSP","Pioneerindo Gourmet Internatio","1994-05-30T00:00:00",220808000,"PENGEMBANGAN","TRADE"
"SAME","Sarana Meditama Metropolitan T","2013-01-11T00:00:00",5900000000,"PENGEMBANGAN","TRADE"
"SFAN","Surya Fajar Capital Tbk.","2019-06-19T00:00:00",1062574361,"PENGEMBANGAN","TRADE"
"SHID","Hotel Sahid Jaya International","1990-05-08T00:00:00",1119326168,"PENGEMBANGAN","TRADE"
"SIMA","Siwani Makmur Tbk","1994-06-03T00:00:00",442589871,"PENGEMBANGAN","TRADE"
"SKYB","Northcliff Citranusa Indonesia","2010-07-07T00:00:00",585000000,"Pengembangan","TRADE"
"SONA","Sona Topas Tourism Industry Tb","1992-07-12T00:00:00",331200000,"PENGEMBANGAN","TRADE"
"SOSS","Shield On Service Tbk.","2018-11-06T00:00:00",655974505,"PENGEMBANGAN","TRADE"
"SOTS","Satria Mega Kencana Tbk.","2018-12-10T00:00:00",1000000005,"Pengembangan","TRADE"
"SPTO","Surya Pertiwi Tbk.","2018-05-14T00:00:00",2700000000,"PENGEMBANGAN","TRADE"
"SQMI","Wilton Makmur Indonesia Tbk.","2004-07-15T00:00:00",15537591429,"Pengembangan","TRADE"
"SRTG","Saratoga Investama Sedaya Tbk.","2013-06-26T00:00:00",2712967000,"PENGEMBANGAN","TRADE"
"SUGI","Sugih Energy Tbk.","2002-06-19T00:00:00",24811541414,"PENGEMBANGAN","TRADE"
"TFAS","Telefast Indonesia Tbk.","2019-09-17T00:00:00",1666666500,"Pengembangan","TRADE"
"TGKA","Tigaraksa Satria Tbk.","1990-06-11T00:00:00",918492750,"PENGEMBANGAN","TRADE"
"TIRA","Tira Austenite Tbk","1993-07-27T00:00:00",588000000,"PENGEMBANGAN","TRADE"
"TMPO","Tempo Intimedia Tbk.","2001-01-08T00:00:00",1058333250,"PENGEMBANGAN","TRADE"
"TRIL","Triwira Insanlestari Tbk.","2008-01-28T00:00:00",1200000000,"PENGEMBANGAN","TRADE"
"WAPO","Wahana Pronatural Tbk.","2001-06-22T00:00:00",1240923111,"Pengembangan","TRADE"
"WICO","Wicaksana Overseas Internation","1994-08-08T00:00:00",1268950977,"PENGEMBANGAN","TRADE"
"YELO","Yelooo Integra Datanet Tbk.","2018-10-29T00:00:00",380043597,"PENGEMBANGAN","TRADE"
"ZBRA","Zebra Nusantara Tbk","1991-08-01T00:00:00",856133009,"PENGEMBANGAN","TRADE"
"ABMM","ABM Investama Tbk.","2011-12-06T00:00:00",2753165000,"Utama","TRADE"
"ACES","Ace Hardware Indonesia Tbk.","2007-11-06T00:00:00",17150000000,"UTAMA","TRADE"
"AKRA","AKR Corporindo Tbk.","1994-10-03T00:00:00",4014694920,"Utama","TRADE"
"AMRT","Sumber Alfaria Trijaya Tbk.","2009-01-15T00:00:00",41524501700,"UTAMA","TRADE"
"ASGR","Astra Graphia Tbk.","1989-11-15T00:00:00",1348780500,"UTAMA","TRADE"
"ATIC","Anabatic Technologies Tbk.","2015-07-08T00:00:00",2315361355,"UTAMA","TRADE"
"BHIT","MNC Investama Tbk.","1997-11-24T00:00:00",67767400934,"UTAMA","TRADE"
"BMSR","Bintang Mitra Semestaraya Tbk","1999-12-29T00:00:00",1159200024,"UTAMA","TRADE"
"BMTR","Global Mediacom Tbk.","1995-07-17T00:00:00",15334511286,"Utama","TRADE"
"CNKO","Exploitasi Energi Indonesia Tb","2001-11-20T00:00:00",8956361206,"UTAMA","TRADE"
"CSAP","Catur Sentosa Adiprana Tbk.","2007-12-12T00:00:00",4458352920,"UTAMA","TRADE"
"DPUM","Dua Putra Utama Makmur Tbk.","2015-12-08T00:00:00",4175000000,"UTAMA","TRADE"
"DUCK","Jaya Bersama Indo Tbk.","2018-10-10T00:00:00",1283330000,"UTAMA","TRADE"
"DYAN","Dyandra Media International Tb","2013-03-25T00:00:00",4272964279,"UTAMA","TRADE"
"EMTK","Elang Mahkota Teknologi Tbk.","2010-01-12T00:00:00",5642275242,"Utama","TRADE"
"ERAA","Erajaya Swasembada Tbk.","2011-12-14T00:00:00",3190000000,"Utama","TRADE"
"FILM","MD Pictures Tbk.","2018-08-07T00:00:00",9511217000,"UTAMA","TRADE"
"GREN","Evergreen Invesco Tbk.","2010-07-09T00:00:00",4694111791,"UTAMA","TRADE"
"HDIT","Hensel Davest Indonesia Tbk.","2019-07-12T00:00:00",1524680000,"Utama","TRADE"
"HEAL","Medikaloka Hermina Tbk.","2018-05-16T00:00:00",2973000000,"UTAMA","TRADE"
"HERO","Hero Supermarket Tbk.","1989-12-02T00:00:00",4183634000,"UTAMA","TRADE"
"HEXA","Hexindo Adiperkasa Tbk.","1995-02-13T00:00:00",840000000,"UTAMA","TRADE"
"HKMU","HK Metals Utama Tbk.","2018-10-09T00:00:00",3221750000,"Utama","TRADE"
"HOTL","Saraswati Griya Lestari Tbk.","2013-01-10T00:00:00",3550001452,"Utama","TRADE"
"IKAI","Intikeramik Alamasri Industri ","1997-06-04T00:00:00",13305799387,"Utama","TRADE"
"IPTV","MNC Vision Networks Tbk.","2019-07-08T00:00:00",37023385539,"UTAMA","TRADE"
"KOBX","Kobexindo Tractors Tbk.","2012-07-05T00:00:00",2272500000,"UTAMA","TRADE"
"KREN","Kresna Graha Investama Tbk.","2002-06-28T00:00:00",18208470100,"UTAMA","TRADE"
"LINK","Link Net Tbk.","2014-06-02T00:00:00",2863195484,"UTAMA","TRADE"
"LPPF","Matahari Department Store Tbk.","1989-10-10T00:00:00",2804883280,"Utama","TRADE"
"LTLS","Lautan Luas Tbk.","1997-07-21T00:00:00",1560000000,"Utama","TRADE"
"MAPI","Mitra Adiperkasa Tbk.","2004-11-10T00:00:00",16600000000,"Utama","TRADE"
"MDIA","Intermedia Capital Tbk.","2014-04-11T00:00:00",39215538400,"UTAMA","TRADE"
"MDRN","Modern Internasional Tbk.","1991-07-16T00:00:00",7632167798,"UTAMA","TRADE"
"MIKA","Mitra Keluarga Karyasehat Tbk.","2015-03-24T00:00:00",14246349500,"Utama","TRADE"
"MLPL","Multipolar Tbk.","1989-11-06T00:00:00",14639632470,"UTAMA","TRADE"
"MLPT","Multipolar Technology Tbk.","2013-07-08T00:00:00",1875000000,"UTAMA","TRADE"
"MNCN","Media Nusantara Citra Tbk.","2007-06-22T00:00:00",14276103500,"Utama","TRADE"
"MPMX","Mitra Pinasthika Mustika Tbk.","2013-05-29T00:00:00",4462963276,"UTAMA","TRADE"
"MPPA","Matahari Putra Prima Tbk.","1992-12-21T00:00:00",7529147920,"Utama","TRADE"
"MSKY","MNC Sky Vision Tbk.","2012-07-09T00:00:00",1994370480,"Utama","TRADE"
"MTDL","Metrodata Electronics Tbk.","1990-04-09T00:00:00",2455376917,"UTAMA","TRADE"
"PANR","Panorama Sentrawisata Tbk.","1950-01-01T00:00:00",1200000000,"UTAMA","TRADE"
"PJAA","Pembangunan Jaya Ancol Tbk.","2004-07-02T00:00:00",1599999996,"UTAMA","TRADE"
"PUDP","Pudjiadi Prestige Tbk.","1994-11-18T00:00:00",329560000,"UTAMA","TRADE"
"PZZA","Sarimelati Kencana Tbk.","2018-05-23T00:00:00",3021875000,"UTAMA","TRADE"
"RALS","Ramayana Lestari Sentosa Tbk.","1996-07-24T00:00:00",7096000000,"Utama","TRADE"
"RANC","Supra Boga Lestari Tbk.","2012-06-07T00:00:00",1564487500,"UTAMA","TRADE"
"SCMA","Surya Citra Media Tbk.","2002-07-16T00:00:00",14774672301,"Utama","TRADE"
"SDPC","Millennium Pharmacon Internati","1990-05-07T00:00:00",1274000000,"Utama","TRADE"
"SILO","Siloam International Hospitals","2013-09-12T00:00:00",1625765625,"UTAMA","TRADE"
"SRAJ","Sejahteraraya Anugrahjaya Tbk.","2011-04-11T00:00:00",12000705445,"UTAMA","TRADE"
"TELE","Tiphone Mobile Indonesia Tbk.","2012-01-12T00:00:00",7302194889,"Utama","TRADE"
"TRIO","Trikomsel Oke Tbk.","2009-04-14T00:00:00",26007494645,"Utama","TRADE"
"TURI","Tunas Ridean Tbk.","1995-05-16T00:00:00",5580000000,"Utama","TRADE"
"UNTR","United Tractors Tbk.","1989-09-19T00:00:00",3730135136,"UTAMA","TRADE"
"VIVA","Visi Media Asia Tbk.","2011-11-21T00:00:00",16464270400,"UTAMA","TRADE"
"AALI","Astra Agro Lestari Tbk.","1997-12-09T00:00:00",1924688333,"UTAMA","AGRI"
"ANDI","Andira Agro Tbk.","2018-08-16T00:00:00",9350000000,"PENGEMBANGAN","AGRI"
"ANJT","Austindo Nusantara Jaya Tbk.","2013-05-08T00:00:00",3354175000,"Utama","AGRI"
"BEEF","Estika Tata Tiara Tbk.","2019-01-10T00:00:00",1884312565,"PENGEMBANGAN","AGRI"
"BISI","BISI International Tbk.","2007-05-28T00:00:00",3000000000,"UTAMA","AGRI"
"BWPT","Eagle High Plantations Tbk.","2009-10-27T00:00:00",31525291000,"UTAMA","AGRI"
"CSRA","Cisadane Sawit Raya Tbk.","2020-01-09T00:00:00",2050000000,"Pengembangan","AGRI"
"DSFI","Dharma Samudera Fishing Indust","2000-03-24T00:00:00",1857135500,"UTAMA","AGRI"
"DSNG","Dharma Satya Nusantara Tbk.","2013-06-14T00:00:00",10599842400,"UTAMA","AGRI"
"GOLL","Golden Plantation Tbk.","2014-12-23T00:00:00",3665000759,"PENGEMBANGAN","AGRI"
"GZCO","Gozco Plantations Tbk.","2008-05-15T00:00:00",6000000000,"Utama","AGRI"
"JAWA","Jaya Agra Wattie Tbk.","2011-05-30T00:00:00",3774685500,"Utama","AGRI"
"LSIP","PP London Sumatra Indonesia Tb","1996-07-05T00:00:00",6822863965,"UTAMA","AGRI"
"MAGP","Multi Agro Gemilang Plantation","2013-01-16T00:00:00",9000000004,"Pengembangan","AGRI"
"MGRO","Mahkota Group Tbk.","2018-07-12T00:00:00",3554445700,"Utama","AGRI"
"PALM","Provident Agro Tbk.","2012-10-08T00:00:00",7119540356,"PENGEMBANGAN","AGRI"
"PSGO","Palma Serasih Tbk.","2019-11-25T00:00:00",18850000000,"Pengembangan","AGRI"
"SGRO","Sampoerna Agro Tbk.","2007-06-18T00:00:00",1890000000,"Utama","AGRI"
"SIMP","Salim Ivomas Pratama Tbk.","2011-06-09T00:00:00",15816310000,"UTAMA","AGRI"
"SMAR","Smart Tbk.","1992-11-20T00:00:00",2872193366,"PENGEMBANGAN","AGRI"
"SSMS","Sawit Sumbermas Sarana Tbk.","2013-12-12T00:00:00",9525000000,"UTAMA","AGRI"
"UNSP","Bakrie Sumatera Plantations Tb","1990-03-06T00:00:00",2500162344,"UTAMA","AGRI"
"ADMG","Polychem Indonesia Tbk","1993-10-20T00:00:00",3889179559,"Utama","BASIC-IND"
"AGII","Aneka Gas Industri Tbk.","2016-09-28T00:00:00",3066660000,"UTAMA","BASIC-IND"
"AKPI","Argha Karya Prima Industry Tbk","1992-12-18T00:00:00",680000000,"PENGEMBANGAN","BASIC-IND"
"ALDO","Alkindo Naratama Tbk.","2011-07-12T00:00:00",1100000000,"Pengembangan","BASIC-IND"
"ALKA","Alakasa Industrindo Tbk","1990-07-12T00:00:00",507665055,"PENGEMBANGAN","BASIC-IND"
"ALMI","Alumindo Light Metal Industry ","1997-01-02T00:00:00",616000000,"PENGEMBANGAN","BASIC-IND"
"AMFG","Asahimas Flat Glass Tbk.","1995-11-08T00:00:00",434000000,"Utama","BASIC-IND"
"APLI","Asiaplast Industries Tbk.","2000-05-01T00:00:00",1362671400,"UTAMA","BASIC-IND"
"ARNA","Arwana Citramulia Tbk.","2001-07-17T00:00:00",7341430976,"UTAMA","BASIC-IND"
"BAJA","Saranacentral Bajatama Tbk.","2011-12-21T00:00:00",1800000000,"PENGEMBANGAN","BASIC-IND"
"BRNA","Berlina Tbk.","1989-11-06T00:00:00",979110000,"PENGEMBANGAN","BASIC-IND"
"BRPT","Barito Pacific Tbk.","1993-10-01T00:00:00",89016609820,"UTAMA","BASIC-IND"
"BTON","Betonjaya Manunggal Tbk.","2001-07-18T00:00:00",720000000,"PENGEMBANGAN","BASIC-IND"
"CAKK","Cahayaputra Asa Keramik Tbk.","2018-10-31T00:00:00",1203300206,"Pengembangan","BASIC-IND"
"CPIN","Charoen Pokphand Indonesia Tbk","1991-03-18T00:00:00",16398000000,"UTAMA","BASIC-IND"
"CPRO","Central Proteina Prima Tbk.","2006-11-28T00:00:00",59572382787,"UTAMA","BASIC-IND"
"CTBN","Citra Tubindo Tbk.","1989-11-28T00:00:00",800371500,"UTAMA","BASIC-IND"
"DPNS","Duta Pertiwi Nusantara Tbk.","1990-08-08T00:00:00",331129952,"UTAMA","BASIC-IND"
"EKAD","Ekadharma International Tbk.","1990-08-14T00:00:00",698775000,"UTAMA","BASIC-IND"
"ESIP","Sinergi Inti Plastindo Tbk.","2019-11-14T00:00:00",640000000,"Pengembangan","BASIC-IND"
"ETWA","Eterindo Wahanatama Tbk","1997-05-16T00:00:00",968297000,"UTAMA","BASIC-IND"
"FASW","Fajar Surya Wisesa Tbk.","1994-12-19T00:00:00",2477888787,"UTAMA","BASIC-IND"
"FPNI","Lotte Chemical Titan Tbk.","2002-03-21T00:00:00",5566414000,"PENGEMBANGAN","BASIC-IND"
"GDST","Gunawan Dianjaya Steel Tbk.","2009-12-23T00:00:00",9242500000,"Pengembangan","BASIC-IND"
"GGRP","Gunung Raja Paksi Tbk.","2019-09-19T00:00:00",12111376157,"Pengembangan","BASIC-IND"
"IFII","Indonesia Fibreboard Industry ","2019-12-10T00:00:00",9412000000,"Utama","BASIC-IND"
"IGAR","Champion Pacific Indonesia Tbk","1990-11-05T00:00:00",972204500,"UTAMA","BASIC-IND"
"IMPC","Impack Pratama Industri Tbk.","2014-12-17T00:00:00",4833500000,"PENGEMBANGAN","BASIC-IND"
"INAI","Indal Aluminium Industry Tbk.","1994-12-05T00:00:00",633600000,"PENGEMBANGAN","BASIC-IND"
"INCF","Indo Komoditi Korpora Tbk.","1989-12-18T00:00:00",1438370465,"PENGEMBANGAN","BASIC-IND"
"INCI","Intanwijaya Internasional Tbk","1990-07-24T00:00:00",196121237,"UTAMA","BASIC-IND"
"INKP","Indah Kiat Pulp & Paper Tbk.","1990-07-16T00:00:00",5470982941,"Utama","BASIC-IND"
"INOV","Inocycle Technology Group Tbk.","2019-07-10T00:00:00",1808221900,"Pengembangan","BASIC-IND"
"INRU","Toba Pulp Lestari Tbk.","1990-06-18T00:00:00",1388883283,"PENGEMBANGAN","BASIC-IND"
"INTP","Indocement Tunggal Prakarsa Tb","1989-12-05T00:00:00",3681231699,"Utama","BASIC-IND"
"IPOL","Indopoly Swakarsa Industry Tbk","2010-07-09T00:00:00",6443379509,"UTAMA","BASIC-IND"
"ISSP","Steel Pipe Industry of Indones","2013-02-22T00:00:00",7185992035,"UTAMA","BASIC-IND"
"JKSW","Jakarta Kyoei Steel Works Tbk.","1997-08-06T00:00:00",150000000,"PENGEMBANGAN","BASIC-IND"
"JPFA","Japfa Comfeed Indonesia Tbk.","1989-10-23T00:00:00",11726575201,"UTAMA","BASIC-IND"
"KBRI","Kertas Basuki Rachmat Indonesi","2008-07-11T00:00:00",8687995734,"PENGEMBANGAN","BASIC-IND"
"KDSI","Kedawung Setia Industrial Tbk.","1996-07-29T00:00:00",405000000,"PENGEMBANGAN","BASIC-IND"
"KIAS","Keramika Indonesia Assosiasi T","1994-12-08T00:00:00",14929100000,"PENGEMBANGAN","BASIC-IND"
"KMTR","Kirana Megatara Tbk.","2017-06-19T00:00:00",8215366379,"PENGEMBANGAN","BASIC-IND"
"KRAS","Krakatau Steel (Persero) Tbk.","2010-11-10T00:00:00",19346396900,"UTAMA","BASIC-IND"
"LION","Lion Metal Works Tbk.","1993-08-20T00:00:00",520160000,"UTAMA","BASIC-IND"
"LMSH","Lionmesh Prima Tbk.","1990-06-04T00:00:00",96000000,"PENGEMBANGAN","BASIC-IND"
"MAIN","Malindo Feedmill Tbk.","2006-02-10T00:00:00",2238750000,"UTAMA","BASIC-IND"
"MARK","Mark Dynamics Indonesia Tbk.","2017-07-12T00:00:00",3800000310,"PENGEMBANGAN","BASIC-IND"
"MDKI","Emdeki Utama Tbk.","2017-09-25T00:00:00",2530150002,"Pengembangan","BASIC-IND"
"MLIA","Mulia Industrindo Tbk","1994-01-17T00:00:00",1323000000,"PENGEMBANGAN","BASIC-IND"
"MOLI","Madusari Murni Indah Tbk.","2018-08-30T00:00:00",2334888498,"PENGEMBANGAN","BASIC-IND"
"NIKL","Pelat Timah Nusantara Tbk.","2009-12-14T00:00:00",2523350000,"UTAMA","BASIC-IND"
"PBID","Panca Budi Idaman Tbk.","2017-12-13T00:00:00",1875000000,"PENGEMBANGAN","BASIC-IND"
"PICO","Pelangi Indah Canindo Tbk","1996-09-23T00:00:00",568375000,"Pengembangan","BASIC-IND"
"PURE","Trinitan Metals and Minerals T","2019-10-09T00:00:00",1333333500,"Utama","BASIC-IND"
"SINI","Singaraja Putra Tbk.","2019-11-08T00:00:00",450000000,"Pengembangan","BASIC-IND"
"SIPD","Sierad Produce Tbk.","1996-12-27T00:00:00",1339102579,"PENGEMBANGAN","BASIC-IND"
"SMBR","Semen Baturaja (Persero) Tbk.","2013-06-28T00:00:00",9932534336,"Utama","BASIC-IND"
"SMCB","Solusi Bangun Indonesia Tbk.","1977-08-10T00:00:00",7662900000,"UTAMA","BASIC-IND"
"SMGR","Semen Indonesia (Persero) Tbk.","1991-07-08T00:00:00",5931520000,"UTAMA","BASIC-IND"
"SMKL","Satyamitra Kemas Lestari Tbk.","2019-07-11T00:00:00",3400000005,"UTAMA","BASIC-IND"
"SPMA","Suparma Tbk.","1994-11-16T00:00:00",2114570958,"UTAMA","BASIC-IND"
"SRSN","Indo Acidatama Tbk","1993-01-11T00:00:00",6020000000,"UTAMA","BASIC-IND"
"SULI","SLJ Global Tbk.","1994-03-21T00:00:00",3986916802,"Utama","BASIC-IND"
